Year,District,Country,Population
2011,Örgryte-Härlanda,Övriga Nordamerika,124
2011,Örgryte-Härlanda,Övriga Oceanien,36
2011,Örgryte-Härlanda,Övriga Sydamerika,120
2012,Örgryte-Härlanda,Afghanistan,58
2012,Örgryte-Härlanda,Bolivia,61
2012,Örgryte-Härlanda,Bosnien och Hercegovina,202
2012,Örgryte-Härlanda,Brasilien,61
2012,Örgryte-Härlanda,Chile,168
2012,Örgryte-Härlanda,Colombia,100
2012,Örgryte-Härlanda,Danmark,171
2012,Örgryte-Härlanda,Eritrea,29
2012,Örgryte-Härlanda,Estland,55
2012,Örgryte-Härlanda,Etiopien,82
2012,Örgryte-Härlanda,Filippinerna,81
2012,Örgryte-Härlanda,Finland,539
2012,Örgryte-Härlanda,Frankrike,123
2012,Örgryte-Härlanda,Grekland,94
2012,Örgryte-Härlanda,Indien,213
2012,Örgryte-Härlanda,Irak,207
2012,Örgryte-Härlanda,Iran,1050
2012,Örgryte-Härlanda,Italien,103
2012,Örgryte-Härlanda,Jugoslavien,279
2012,Örgryte-Härlanda,Kina,213
2012,Örgryte-Härlanda,Korea Syd-,92
2012,Örgryte-Härlanda,Kroatien,52
2012,Örgryte-Härlanda,Libanon,96
2012,Örgryte-Härlanda,Makedonien,20
2012,Örgryte-Härlanda,Marocko,47
2012,Örgryte-Härlanda,Norge,298
2012,Örgryte-Härlanda,Okänt,0
2012,Örgryte-Härlanda,Pakistan,36
2012,Örgryte-Härlanda,Polen,396
2012,Örgryte-Härlanda,Portugal,34
2012,Örgryte-Härlanda,Rumänien,110
2012,Örgryte-Härlanda,Ryssland,85
2012,Örgryte-Härlanda,Somalia,80
2012,Örgryte-Härlanda,Spanien,69
2012,Örgryte-Härlanda,Storbritannien och Nordirland,237
2012,Örgryte-Härlanda,Syrien,34
2012,Örgryte-Härlanda,Thailand,134
2012,Örgryte-Härlanda,Turkiet,120
2012,Örgryte-Härlanda,Tyskland,266
2012,Örgryte-Härlanda,Ungern,121
2012,Örgryte-Härlanda,USA,142
2012,Örgryte-Härlanda,Vietnam,55
2012,Örgryte-Härlanda,Övriga Afrika,300
2012,Örgryte-Härlanda,Övriga Asien,284
2012,Örgryte-Härlanda,Övriga Europa,562
2012,Örgryte-Härlanda,Övriga Nordamerika,121
2012,Örgryte-Härlanda,Övriga Oceanien,46
2012,Örgryte-Härlanda,Övriga Sydamerika,127
2013,Örgryte-Härlanda,Afghanistan,70
2013,Örgryte-Härlanda,Bolivia,64
2013,Örgryte-Härlanda,Bosnien och Hercegovina,231
2013,Örgryte-Härlanda,Brasilien,62
2013,Örgryte-Härlanda,Chile,155
2013,Örgryte-Härlanda,Colombia,106
2013,Örgryte-Härlanda,Danmark,167
2013,Örgryte-Härlanda,Eritrea,33
2013,Örgryte-Härlanda,Estland,55
2013,Örgryte-Härlanda,Etiopien,88
2013,Örgryte-Härlanda,Filippinerna,81
2013,Örgryte-Härlanda,Finland,538
2013,Örgryte-Härlanda,Frankrike,115
2013,Örgryte-Härlanda,Grekland,101
2013,Örgryte-Härlanda,Indien,229
2013,Örgryte-Härlanda,Irak,220
2013,Örgryte-Härlanda,Iran,1054
2013,Örgryte-Härlanda,Italien,119
2013,Örgryte-Härlanda,Jugoslavien,290
2013,Örgryte-Härlanda,Kina,241
2013,Örgryte-Härlanda,Korea Syd-,109
2013,Örgryte-Härlanda,Kroatien,52
2013,Örgryte-Härlanda,Libanon,93
2013,Örgryte-Härlanda,Makedonien,25
2013,Örgryte-Härlanda,Marocko,51
2013,Örgryte-Härlanda,Norge,305
2013,Örgryte-Härlanda,Okänt,0
2013,Örgryte-Härlanda,Pakistan,40
2013,Örgryte-Härlanda,Polen,416
2013,Örgryte-Härlanda,Portugal,38
2013,Örgryte-Härlanda,Rumänien,105
2013,Örgryte-Härlanda,Ryssland,91
2013,Örgryte-Härlanda,Somalia,122
2013,Örgryte-Härlanda,Spanien,86
2013,Örgryte-Härlanda,Storbritannien och Nordirland,246
2013,Örgryte-Härlanda,Syrien,46
2013,Örgryte-Härlanda,Thailand,140
2013,Örgryte-Härlanda,Turkiet,133
2013,Örgryte-Härlanda,Tyskland,285
2013,Örgryte-Härlanda,Ungern,118
2013,Örgryte-Härlanda,USA,140
2013,Örgryte-Härlanda,Vietnam,60
2013,Örgryte-Härlanda,Övriga Afrika,279
2013,Örgryte-Härlanda,Övriga Asien,290
2013,Örgryte-Härlanda,Övriga Europa,580
2013,Örgryte-Härlanda,Övriga Nordamerika,129
2013,Örgryte-Härlanda,Övriga Oceanien,47
2013,Örgryte-Härlanda,Övriga Sydamerika,130
2014,Örgryte-Härlanda,Afghanistan,77
2014,Örgryte-Härlanda,Bolivia,66
2014,Örgryte-Härlanda,Bosnien och Hercegovina,248
2014,Örgryte-Härlanda,Brasilien,65
2014,Örgryte-Härlanda,Chile,166
2014,Örgryte-Härlanda,Colombia,115
2014,Örgryte-Härlanda,Danmark,160
2014,Örgryte-Härlanda,Eritrea,49
2014,Örgryte-Härlanda,Estland,56
2014,Örgryte-Härlanda,Etiopien,81
2014,Örgryte-Härlanda,Filippinerna,80
2014,Örgryte-Härlanda,Finland,545
2014,Örgryte-Härlanda,Frankrike,125
2014,Örgryte-Härlanda,Grekland,110
2014,Örgryte-Härlanda,Indien,230
2014,Örgryte-Härlanda,Irak,228
2014,Örgryte-Härlanda,Iran,1070
2014,Örgryte-Härlanda,Italien,133
2014,Örgryte-Härlanda,Jugoslavien,287
2014,Örgryte-Härlanda,Kina,247
2014,Örgryte-Härlanda,Korea Syd-,115
2014,Örgryte-Härlanda,Kroatien,57
2014,Örgryte-Härlanda,Libanon,96
2014,Örgryte-Härlanda,Makedonien,22
2014,Örgryte-Härlanda,Marocko,50
2014,Örgryte-Härlanda,Norge,288
2014,Örgryte-Härlanda,Okänt,0
2014,Örgryte-Härlanda,Pakistan,36
2014,Örgryte-Härlanda,Polen,424
2014,Örgryte-Härlanda,Portugal,34
2014,Örgryte-Härlanda,Rumänien,111
2014,Örgryte-Härlanda,Ryssland,97
2014,Örgryte-Härlanda,Somalia,138
2014,Örgryte-Härlanda,Spanien,103
2014,Örgryte-Härlanda,Storbritannien och Nordirland,259
2014,Örgryte-Härlanda,Syrien,128
2014,Örgryte-Härlanda,Thailand,149
2014,Örgryte-Härlanda,Turkiet,123
2014,Örgryte-Härlanda,Tyskland,306
2014,Örgryte-Härlanda,Ungern,119
2014,Örgryte-Härlanda,USA,151
2014,Örgryte-Härlanda,Vietnam,62
2014,Örgryte-Härlanda,Övriga Afrika,301
2014,Örgryte-Härlanda,Övriga Asien,290
2014,Örgryte-Härlanda,Övriga Europa,596
2014,Örgryte-Härlanda,Övriga Nordamerika,132
2014,Örgryte-Härlanda,Övriga Oceanien,43
2014,Örgryte-Härlanda,Övriga Sydamerika,131
2015,Örgryte-Härlanda,Afghanistan,107
2015,Örgryte-Härlanda,Bolivia,58
2015,Örgryte-Härlanda,Bosnien och Hercegovina,255
2015,Örgryte-Härlanda,Brasilien,65
2015,Örgryte-Härlanda,Chile,166
2015,Örgryte-Härlanda,Colombia,105
2015,Örgryte-Härlanda,Danmark,163
2015,Örgryte-Härlanda,Eritrea,49
2015,Örgryte-Härlanda,Estland,54
2015,Örgryte-Härlanda,Etiopien,79
2015,Örgryte-Härlanda,Filippinerna,91
2015,Örgryte-Härlanda,Finland,540
2015,Örgryte-Härlanda,Frankrike,128
2015,Örgryte-Härlanda,Grekland,114
2015,Örgryte-Härlanda,Indien,258
2015,Örgryte-Härlanda,Irak,254
2015,Örgryte-Härlanda,Iran,1046
2015,Örgryte-Härlanda,Italien,130
2015,Örgryte-Härlanda,Jugoslavien,296
2015,Örgryte-Härlanda,Kina,256
2015,Örgryte-Härlanda,Korea Syd-,113
2015,Örgryte-Härlanda,Kroatien,61
2015,Örgryte-Härlanda,Libanon,90
2015,Örgryte-Härlanda,Makedonien,29
2015,Örgryte-Härlanda,Marocko,45
2015,Örgryte-Härlanda,Norge,290
2015,Örgryte-Härlanda,Okänt,0
2015,Örgryte-Härlanda,Pakistan,32
2015,Örgryte-Härlanda,Polen,412
2015,Örgryte-Härlanda,Portugal,34
2015,Örgryte-Härlanda,Rumänien,113
2015,Örgryte-Härlanda,Ryssland,96
2015,Örgryte-Härlanda,Somalia,175
2015,Örgryte-Härlanda,Spanien,104
2015,Örgryte-Härlanda,Storbritannien och Nordirland,258
2015,Örgryte-Härlanda,Syrien,97
2015,Örgryte-Härlanda,Thailand,152
2015,Örgryte-Härlanda,Turkiet,125
2015,Örgryte-Härlanda,Tyskland,314
2015,Örgryte-Härlanda,Ungern,125
2015,Örgryte-Härlanda,USA,169
2015,Örgryte-Härlanda,Vietnam,55
2015,Örgryte-Härlanda,Övriga Afrika,308
2015,Örgryte-Härlanda,Övriga Asien,288
2015,Örgryte-Härlanda,Övriga Europa,579
2015,Örgryte-Härlanda,Övriga Nordamerika,136
2015,Örgryte-Härlanda,Övriga Oceanien,51
2015,Örgryte-Härlanda,Övriga Sydamerika,136
2009,Östra Göteborg,Afghanistan,335
2009,Östra Göteborg,Bolivia,47
2009,Östra Göteborg,Bosnien och Hercegovina,1557
2009,Östra Göteborg,Brasilien,42
2009,Östra Göteborg,Chile,229
2009,Östra Göteborg,Colombia,65
2009,Östra Göteborg,Danmark,184
2009,Östra Göteborg,Eritrea,130
2009,Östra Göteborg,Estland,83
2009,Östra Göteborg,Etiopien,344
2009,Östra Göteborg,Filippinerna,87
2009,Östra Göteborg,Finland,896
2009,Östra Göteborg,Frankrike,43
2009,Östra Göteborg,Grekland,70
2009,Östra Göteborg,Indien,127
2009,Östra Göteborg,Irak,2610
2009,Östra Göteborg,Iran,1367
2009,Östra Göteborg,Italien,103
2009,Östra Göteborg,Jugoslavien,1526
2009,Östra Göteborg,Kina,193
2009,Östra Göteborg,Korea Syd-,37
2009,Östra Göteborg,Kroatien,258
2009,Östra Göteborg,Libanon,400
2009,Östra Göteborg,Makedonien,210
2009,Östra Göteborg,Marocko,141
2009,Östra Göteborg,Norge,215
2009,Östra Göteborg,Okänt,0
2009,Östra Göteborg,Pakistan,157
2009,Östra Göteborg,Polen,701
2009,Östra Göteborg,Portugal,54
2009,Östra Göteborg,Rumänien,436
2009,Östra Göteborg,Ryssland,82
2009,Östra Göteborg,Somalia,1269
2009,Östra Göteborg,Spanien,40
2009,Östra Göteborg,Storbritannien och Nordirland,135
2009,Östra Göteborg,Syrien,168
2009,Östra Göteborg,Thailand,135
2009,Östra Göteborg,Turkiet,261
2009,Östra Göteborg,Tyskland,225
2009,Östra Göteborg,Ungern,180
2009,Östra Göteborg,USA,64
2009,Östra Göteborg,Vietnam,283
2009,Östra Göteborg,Övriga Afrika,823
2009,Östra Göteborg,Övriga Asien,421
2009,Östra Göteborg,Övriga Europa,701
2009,Östra Göteborg,Övriga Nordamerika,108
2009,Östra Göteborg,Övriga Oceanien,29
2009,Östra Göteborg,Övriga Sydamerika,105
2010,Östra Göteborg,Afghanistan,355
2010,Östra Göteborg,Bolivia,57
2010,Östra Göteborg,Bosnien och Hercegovina,1557
2010,Östra Göteborg,Brasilien,41
2010,Östra Göteborg,Chile,235
2010,Östra Göteborg,Colombia,59
2010,Östra Göteborg,Danmark,170
2010,Östra Göteborg,Eritrea,128
2010,Östra Göteborg,Estland,74
2010,Östra Göteborg,Etiopien,376
2010,Östra Göteborg,Filippinerna,90
2010,Östra Göteborg,Finland,856
2010,Östra Göteborg,Frankrike,44
2010,Östra Göteborg,Grekland,64
2010,Östra Göteborg,Indien,169
2010,Östra Göteborg,Irak,2664
2010,Östra Göteborg,Iran,1408
2010,Östra Göteborg,Italien,102
2010,Östra Göteborg,Jugoslavien,1473
2010,Östra Göteborg,Kina,196
2010,Östra Göteborg,Korea Syd-,35
2010,Östra Göteborg,Kroatien,259
2010,Östra Göteborg,Libanon,382
2010,Östra Göteborg,Makedonien,203
2010,Östra Göteborg,Marocko,141
2010,Östra Göteborg,Norge,208
2010,Östra Göteborg,Okänt,0
2010,Östra Göteborg,Pakistan,173
2010,Östra Göteborg,Polen,741
2010,Östra Göteborg,Portugal,49
2010,Östra Göteborg,Rumänien,468
2010,Östra Göteborg,Ryssland,98
2010,Östra Göteborg,Somalia,1374
2010,Östra Göteborg,Spanien,42
2010,Östra Göteborg,Storbritannien och Nordirland,138
2010,Östra Göteborg,Syrien,167
2010,Östra Göteborg,Thailand,144
2010,Östra Göteborg,Turkiet,243
2010,Östra Göteborg,Tyskland,220
2010,Östra Göteborg,Ungern,183
2010,Östra Göteborg,USA,66
2010,Östra Göteborg,Vietnam,304
2010,Östra Göteborg,Övriga Afrika,945
2010,Östra Göteborg,Övriga Asien,473
2010,Östra Göteborg,Övriga Europa,734
2010,Östra Göteborg,Övriga Nordamerika,121
2010,Östra Göteborg,Övriga Oceanien,31
2010,Östra Göteborg,Övriga Sydamerika,114
2011,Östra Göteborg,Afghanistan,376
2011,Östra Göteborg,Bolivia,59
2011,Östra Göteborg,Bosnien och Hercegovina,1583
2011,Östra Göteborg,Brasilien,47
2011,Östra Göteborg,Chile,242
2011,Östra Göteborg,Colombia,63
2011,Östra Göteborg,Danmark,180
2011,Östra Göteborg,Eritrea,166
2011,Östra Göteborg,Estland,68
2011,Östra Göteborg,Etiopien,391
2011,Östra Göteborg,Filippinerna,97
2011,Östra Göteborg,Finland,806
2011,Östra Göteborg,Frankrike,43
2011,Östra Göteborg,Grekland,71
2011,Östra Göteborg,Indien,161
2011,Östra Göteborg,Irak,2739
2011,Östra Göteborg,Iran,1404
2011,Östra Göteborg,Italien,100
2011,Östra Göteborg,Jugoslavien,1419
2011,Östra Göteborg,Kina,227
2011,Östra Göteborg,Korea Syd-,36
2011,Östra Göteborg,Kroatien,255
2011,Östra Göteborg,Libanon,383
2011,Östra Göteborg,Makedonien,228
2011,Östra Göteborg,Marocko,146
2011,Östra Göteborg,Norge,198
2011,Östra Göteborg,Okänt,0
2011,Östra Göteborg,Pakistan,156
2011,Östra Göteborg,Polen,723
2011,Östra Göteborg,Portugal,51
2011,Östra Göteborg,Rumänien,498
2011,Östra Göteborg,Ryssland,101
2011,Östra Göteborg,Somalia,1521
2011,Östra Göteborg,Spanien,44
2011,Östra Göteborg,Storbritannien och Nordirland,141
2011,Östra Göteborg,Syrien,180
2011,Östra Göteborg,Thailand,161
2011,Östra Göteborg,Turkiet,245
2011,Östra Göteborg,Tyskland,207
2011,Östra Göteborg,Ungern,178
2011,Östra Göteborg,USA,64
2011,Östra Göteborg,Vietnam,320
2011,Östra Göteborg,Övriga Afrika,1029
2011,Östra Göteborg,Övriga Asien,477
2011,Östra Göteborg,Övriga Europa,764
2011,Östra Göteborg,Övriga Nordamerika,117
2011,Östra Göteborg,Övriga Oceanien,33
2011,Östra Göteborg,Övriga Sydamerika,112
2012,Östra Göteborg,Afghanistan,376
2012,Östra Göteborg,Bolivia,63
2012,Östra Göteborg,Bosnien och Hercegovina,1588
2012,Östra Göteborg,Brasilien,50
2012,Östra Göteborg,Chile,229
2012,Östra Göteborg,Colombia,70
2012,Östra Göteborg,Danmark,171
2012,Östra Göteborg,Eritrea,184
2012,Östra Göteborg,Estland,64
2012,Östra Göteborg,Etiopien,410
2012,Östra Göteborg,Filippinerna,106
2012,Östra Göteborg,Finland,781
2012,Östra Göteborg,Frankrike,47
2012,Östra Göteborg,Grekland,79
2012,Östra Göteborg,Indien,173
2012,Östra Göteborg,Irak,2782
2012,Östra Göteborg,Iran,1385
2012,Östra Göteborg,Italien,98
2012,Östra Göteborg,Jugoslavien,1390
2012,Östra Göteborg,Kina,238
2012,Östra Göteborg,Korea Syd-,35
2012,Östra Göteborg,Kroatien,256
2012,Östra Göteborg,Libanon,384
2012,Östra Göteborg,Makedonien,228
2012,Östra Göteborg,Marocko,146
2012,Östra Göteborg,Norge,184
2012,Östra Göteborg,Okänt,0
2012,Östra Göteborg,Pakistan,140
2012,Östra Göteborg,Polen,699
2012,Östra Göteborg,Portugal,57
2012,Östra Göteborg,Rumänien,492
2012,Östra Göteborg,Ryssland,108
2012,Östra Göteborg,Somalia,1752
2012,Östra Göteborg,Spanien,43
2012,Östra Göteborg,Storbritannien och Nordirland,136
2012,Östra Göteborg,Syrien,245
2012,Östra Göteborg,Thailand,159
2012,Östra Göteborg,Turkiet,230
2012,Östra Göteborg,Tyskland,210
2012,Östra Göteborg,Ungern,167
2012,Östra Göteborg,USA,72
2012,Östra Göteborg,Vietnam,328
2012,Östra Göteborg,Övriga Afrika,1072
2012,Östra Göteborg,Övriga Asien,493
2012,Östra Göteborg,Övriga Europa,807
2012,Östra Göteborg,Övriga Nordamerika,125
2012,Östra Göteborg,Övriga Oceanien,30
2012,Östra Göteborg,Övriga Sydamerika,97
2013,Östra Göteborg,Afghanistan,434
2013,Östra Göteborg,Bolivia,56
2013,Östra Göteborg,Bosnien och Hercegovina,1536
2013,Östra Göteborg,Brasilien,54
2013,Östra Göteborg,Chile,218
2013,Östra Göteborg,Colombia,67
2013,Östra Göteborg,Danmark,166
2013,Östra Göteborg,Eritrea,197
2013,Östra Göteborg,Estland,58
2013,Östra Göteborg,Etiopien,429
2013,Östra Göteborg,Filippinerna,100
2013,Östra Göteborg,Finland,775
2013,Östra Göteborg,Frankrike,48
2013,Östra Göteborg,Grekland,78
2013,Östra Göteborg,Indien,161
2013,Östra Göteborg,Irak,2757
2013,Östra Göteborg,Iran,1377
2013,Östra Göteborg,Italien,94
2013,Östra Göteborg,Jugoslavien,1353
2013,Östra Göteborg,Kina,228
2013,Östra Göteborg,Korea Syd-,37
2013,Östra Göteborg,Kroatien,259
2013,Östra Göteborg,Libanon,385
2013,Östra Göteborg,Makedonien,246
2013,Östra Göteborg,Marocko,146
2013,Östra Göteborg,Norge,175
2013,Östra Göteborg,Okänt,0
2013,Östra Göteborg,Pakistan,133
2013,Östra Göteborg,Polen,653
2013,Östra Göteborg,Portugal,53
2013,Östra Göteborg,Rumänien,455
2013,Östra Göteborg,Ryssland,118
2013,Östra Göteborg,Somalia,2012
2013,Östra Göteborg,Spanien,42
2013,Östra Göteborg,Storbritannien och Nordirland,128
2013,Östra Göteborg,Syrien,327
2013,Östra Göteborg,Thailand,169
2013,Östra Göteborg,Turkiet,221
2013,Östra Göteborg,Tyskland,195
2013,Östra Göteborg,Ungern,155
2013,Östra Göteborg,USA,80
2013,Östra Göteborg,Vietnam,326
2013,Östra Göteborg,Övriga Afrika,1113
2013,Östra Göteborg,Övriga Asien,491
2013,Östra Göteborg,Övriga Europa,804
2013,Östra Göteborg,Övriga Nordamerika,129
2013,Östra Göteborg,Övriga Oceanien,26
2013,Östra Göteborg,Övriga Sydamerika,93
2014,Östra Göteborg,Afghanistan,476
2014,Östra Göteborg,Bolivia,59
2014,Östra Göteborg,Bosnien och Hercegovina,1550
2014,Östra Göteborg,Brasilien,53
2014,Östra Göteborg,Chile,213
2014,Östra Göteborg,Colombia,63
2014,Östra Göteborg,Danmark,146
2014,Östra Göteborg,Eritrea,245
2014,Östra Göteborg,Estland,58
2014,Östra Göteborg,Etiopien,435
2014,Östra Göteborg,Filippinerna,105
2014,Östra Göteborg,Finland,748
2014,Östra Göteborg,Frankrike,43
2014,Östra Göteborg,Grekland,93
2014,Östra Göteborg,Indien,159
2014,Östra Göteborg,Irak,2746
2014,Östra Göteborg,Iran,1399
2014,Östra Göteborg,Italien,101
2014,Östra Göteborg,Jugoslavien,1323
2014,Östra Göteborg,Kina,236
2014,Östra Göteborg,Korea Syd-,39
2014,Östra Göteborg,Kroatien,254
2014,Östra Göteborg,Libanon,394
2014,Östra Göteborg,Makedonien,256
2014,Östra Göteborg,Marocko,153
2014,Östra Göteborg,Norge,191
2014,Östra Göteborg,Okänt,0
2014,Östra Göteborg,Pakistan,151
2014,Östra Göteborg,Polen,669
2014,Östra Göteborg,Portugal,57
2014,Östra Göteborg,Rumänien,448
2014,Östra Göteborg,Ryssland,123
2014,Östra Göteborg,Somalia,2198
2014,Östra Göteborg,Spanien,46
2014,Östra Göteborg,Storbritannien och Nordirland,143
2014,Östra Göteborg,Syrien,589
2014,Östra Göteborg,Thailand,178
2014,Östra Göteborg,Turkiet,223
2014,Östra Göteborg,Tyskland,204
2014,Östra Göteborg,Ungern,156
2014,Östra Göteborg,USA,88
2014,Östra Göteborg,Vietnam,334
2014,Östra Göteborg,Övriga Afrika,1157
2014,Östra Göteborg,Övriga Asien,513
2014,Östra Göteborg,Övriga Europa,871
2014,Östra Göteborg,Övriga Nordamerika,144
2014,Östra Göteborg,Övriga Oceanien,27
2014,Östra Göteborg,Övriga Sydamerika,87
2015,Östra Göteborg,Afghanistan,495
2015,Östra Göteborg,Bolivia,61
2015,Östra Göteborg,Bosnien och Hercegovina,1569
2015,Östra Göteborg,Brasilien,55
2015,Östra Göteborg,Chile,219
2015,Östra Göteborg,Colombia,70
2015,Östra Göteborg,Danmark,147
2015,Östra Göteborg,Eritrea,266
2015,Östra Göteborg,Estland,49
2015,Östra Göteborg,Etiopien,448
2015,Östra Göteborg,Filippinerna,113
2015,Östra Göteborg,Finland,712
2015,Östra Göteborg,Frankrike,43
2015,Östra Göteborg,Grekland,91
2015,Östra Göteborg,Indien,161
2015,Östra Göteborg,Irak,2730
2015,Östra Göteborg,Iran,1377
2015,Östra Göteborg,Italien,106
2015,Östra Göteborg,Jugoslavien,1299
2015,Östra Göteborg,Kina,250
2015,Östra Göteborg,Korea Syd-,31
2015,Östra Göteborg,Kroatien,283
2015,Östra Göteborg,Libanon,387
2015,Östra Göteborg,Makedonien,261
2015,Östra Göteborg,Marocko,170
2015,Östra Göteborg,Norge,198
2015,Östra Göteborg,Okänt,0
2015,Östra Göteborg,Pakistan,165
2015,Östra Göteborg,Polen,687
2015,Östra Göteborg,Portugal,60
2015,Östra Göteborg,Rumänien,437
2015,Östra Göteborg,Ryssland,133
2015,Östra Göteborg,Somalia,2164
2015,Östra Göteborg,Spanien,53
2015,Östra Göteborg,Storbritannien och Nordirland,151
2015,Östra Göteborg,Syrien,803
2015,Östra Göteborg,Thailand,197
2015,Östra Göteborg,Turkiet,223
2015,Östra Göteborg,Tyskland,209
2015,Östra Göteborg,Ungern,167
2015,Östra Göteborg,USA,75
2015,Östra Göteborg,Vietnam,351
2015,Östra Göteborg,Övriga Afrika,1223
2015,Östra Göteborg,Övriga Asien,586
2015,Östra Göteborg,Övriga Europa,912
2015,Östra Göteborg,Övriga Nordamerika,154
2015,Östra Göteborg,Övriga Oceanien,23
2015,Östra Göteborg,Övriga Sydamerika,90
2009,Västra Göteborg,Afghanistan,63
2009,Västra Göteborg,Bolivia,29
2009,Västra Göteborg,Bosnien och Hercegovina,274
2009,Västra Göteborg,Brasilien,53
2009,Västra Göteborg,Chile,82
2009,Västra Göteborg,Colombia,63
2009,Västra Göteborg,Danmark,168
2009,Västra Göteborg,Eritrea,34
2009,Västra Göteborg,Estland,55
2009,Västra Göteborg,Etiopien,74
2009,Västra Göteborg,Filippinerna,42
2009,Västra Göteborg,Finland,289
2009,Västra Göteborg,Frankrike,71
2009,Västra Göteborg,Grekland,35
2009,Västra Göteborg,Indien,92
2009,Västra Göteborg,Irak,707
2009,Västra Göteborg,Iran,555
2009,Västra Göteborg,Italien,40
2009,Västra Göteborg,Jugoslavien,250
2009,Västra Göteborg,Kina,184
2009,Västra Göteborg,Korea Syd-,67
2009,Västra Göteborg,Kroatien,24
2009,Västra Göteborg,Libanon,236
2009,Västra Göteborg,Makedonien,33
2009,Västra Göteborg,Marocko,48
2009,Västra Göteborg,Norge,288
2009,Västra Göteborg,Okänt,0
2009,Västra Göteborg,Pakistan,35
2009,Västra Göteborg,Polen,295
2009,Västra Göteborg,Portugal,12
2009,Västra Göteborg,Rumänien,79
2009,Västra Göteborg,Ryssland,74
2009,Västra Göteborg,Somalia,121
2009,Västra Göteborg,Spanien,46
2009,Västra Göteborg,Storbritannien och Nordirland,175
2009,Västra Göteborg,Syrien,253
2009,Västra Göteborg,Thailand,102
2009,Västra Göteborg,Turkiet,632
2009,Västra Göteborg,Tyskland,239
2009,Västra Göteborg,Ungern,97
2009,Västra Göteborg,USA,124
2009,Västra Göteborg,Vietnam,37
2009,Västra Göteborg,Övriga Afrika,170
2009,Västra Göteborg,Övriga Asien,219
2009,Västra Göteborg,Övriga Europa,359
2009,Västra Göteborg,Övriga Nordamerika,98
2009,Västra Göteborg,Övriga Oceanien,32
2009,Västra Göteborg,Övriga Sydamerika,48
2010,Västra Göteborg,Afghanistan,61
2010,Västra Göteborg,Bolivia,24
2010,Västra Göteborg,Bosnien och Hercegovina,255
2010,Västra Göteborg,Brasilien,55
2010,Västra Göteborg,Chile,93
2010,Västra Göteborg,Colombia,62
2010,Västra Göteborg,Danmark,167
2010,Västra Göteborg,Eritrea,37
2010,Västra Göteborg,Estland,59
2010,Västra Göteborg,Etiopien,65
2010,Västra Göteborg,Filippinerna,46
2010,Västra Göteborg,Finland,284
2010,Västra Göteborg,Frankrike,71
2010,Västra Göteborg,Grekland,37
2010,Västra Göteborg,Indien,90
2010,Västra Göteborg,Irak,733
2010,Västra Göteborg,Iran,559
2010,Västra Göteborg,Italien,38
2010,Västra Göteborg,Jugoslavien,242
2010,Västra Göteborg,Kina,183
2010,Västra Göteborg,Korea Syd-,70
2010,Västra Göteborg,Kroatien,24
2010,Västra Göteborg,Libanon,247
2010,Västra Göteborg,Makedonien,38
2010,Västra Göteborg,Marocko,47
2010,Västra Göteborg,Norge,290
2010,Västra Göteborg,Okänt,0
2010,Västra Göteborg,Pakistan,34
2010,Västra Göteborg,Polen,284
2010,Västra Göteborg,Portugal,14
2010,Västra Göteborg,Rumänien,73
2010,Västra Göteborg,Ryssland,85
2010,Västra Göteborg,Somalia,161
2010,Västra Göteborg,Spanien,48
2010,Västra Göteborg,Storbritannien och Nordirland,180
2010,Västra Göteborg,Syrien,261
2010,Västra Göteborg,Thailand,118
2010,Västra Göteborg,Turkiet,631
2010,Västra Göteborg,Tyskland,236
2010,Västra Göteborg,Ungern,98
2010,Västra Göteborg,USA,136
2010,Västra Göteborg,Vietnam,53
2010,Västra Göteborg,Övriga Afrika,185
2010,Västra Göteborg,Övriga Asien,247
2010,Västra Göteborg,Övriga Europa,385
2010,Västra Göteborg,Övriga Nordamerika,99
2010,Västra Göteborg,Övriga Oceanien,28
2010,Västra Göteborg,Övriga Sydamerika,49
2011,Västra Göteborg,Afghanistan,72
2011,Västra Göteborg,Bolivia,25
2011,Västra Göteborg,Bosnien och Hercegovina,244
2011,Västra Göteborg,Brasilien,63
2011,Västra Göteborg,Chile,102
2011,Västra Göteborg,Colombia,52
2011,Västra Göteborg,Danmark,163
2011,Västra Göteborg,Eritrea,38
2011,Västra Göteborg,Estland,56
2011,Västra Göteborg,Etiopien,64
2011,Västra Göteborg,Filippinerna,44
2011,Västra Göteborg,Finland,286
2011,Västra Göteborg,Frankrike,86
2011,Västra Göteborg,Grekland,37
2011,Västra Göteborg,Indien,105
2011,Västra Göteborg,Irak,825
2011,Västra Göteborg,Iran,615
2011,Västra Göteborg,Italien,40
2011,Västra Göteborg,Jugoslavien,241
2011,Västra Göteborg,Kina,208
2011,Västra Göteborg,Korea Syd-,73
2011,Västra Göteborg,Kroatien,28
2011,Västra Göteborg,Libanon,255
2011,Västra Göteborg,Makedonien,35
2011,Västra Göteborg,Marocko,48
2011,Västra Göteborg,Norge,290
2011,Västra Göteborg,Okänt,0
2011,Västra Göteborg,Pakistan,34
2011,Västra Göteborg,Polen,285
2011,Västra Göteborg,Portugal,12
2011,Västra Göteborg,Rumänien,81
2011,Västra Göteborg,Ryssland,88
2011,Västra Göteborg,Somalia,171
2011,Västra Göteborg,Spanien,47
2011,Västra Göteborg,Storbritannien och Nordirland,217
2011,Västra Göteborg,Syrien,272
